,year,neighbourhood,population,% spaniards,% strangers,% w/ higher education,unemployed,total_surface(m2),housing(m2),parking(m2),commerce(m2),industry(m2),offices(m2),education(m2),healthcare(m2),hostelry(m2),sports(m2),religious(m2),entertainment(m2),other_uses(m2),avg_€/month,avg_€/m2,avg_housing(m2),new_contracts_1000_hab,expired_contracts_1000_hab,win_lost_rents_1000_hab,binary_rent_growth_1000_hab
456,2015,Sant Martí de Provençals,26005.0,89.6,10.4,17.0,1712.0,1230556,879514,96125,68418,65975,24355,51686,9476,6206,21042.0,7720,0.0,39,674.6025,9.335,72.26593465452596,41.9499827129192,45.7915562214283,-3.8415735085091,0.0
457,2015,Sant Pere Santa Caterina i la Ribera,22305.0,60.8,39.2,37.4,1667.0,1955496,1062094,104693,143570,130954,166228,87252,3828,69217,623.0,12003,8900.0,166134,721.4475,12.74,56.62853218210361,96.1572832886506,74.9776586237712,21.179624664879398,1.0
458,2015,Sants,40889.0,84.4,15.6,29.6,2094.0,2526727,1496705,279029,245317,270330,76491,52168,33100,51931,8747.0,5040,6490.0,1379,650.8325,10.9125,59.641008018327604,61.3259533197815,63.2607577575861,-1.9348044378046012,0.0
459,2015,Sants - Badal,24085.0,84.1,15.9,22.6,1129.0,1188663,807646,148302,104872,78751,21765,10300,5063,1801,5623.0,3294,215.0,1031,625.13,10.69,58.47801683816651,54.1466471694172,57.0294547733445,-2.882807603927297,0.0
460,2015,Sarrià,24614.0,88.4,11.6,50.2,551.0,2089562,1209791,288455,89195,72306,45483,192156,68767,17178,63491.0,36261,94.0,6385,1100.4075,14.405000000000001,76.39066296424852,47.279322853688,51.4308746473196,-4.151551793631597,0.0
461,2015,Torre Baró,2828.0,84.4,15.6,8.0,220.0,153479,111114,14180,7617,11103,0,7300,1190,515,153.0,223,0.0,84,393.65,6.25,62.983999999999995,63.3273703041145,71.1985688729875,-7.871198568872991,0.0
462,2015,Vallbona,1351.0,87.7,12.3,7.7,133.0,92236,52433,7895,7474,4289,0,2746,35,7461,9074.0,82,0.0,747,450.0,5.86,76.79180887372013,43.5745937961595,64.9926144756278,-21.418020679468306,0.0
463,2015,Vallcarca i els Penitents,15508.0,87.7,12.3,38.6,759.0,1122237,698059,159848,45325,35222,13209,27299,105183,7503,25158.0,4815,142.0,474,737.0775,11.495,64.12157459765116,51.2687726566546,54.0523045054376,-2.7835318487829994,0.0
464,2015,Vallvidrera el Tibidabo i les Planes,4635.0,86.8,13.2,42.6,108.0,444676,275647,35481,13373,30140,1994,16369,8413,12246,5126.0,10468,30858.0,4561,1030.0475000000001,12.1975,84.44742775158845,42.0168067226891,50.635638870933,-8.618832148243904,0.0
465,2015,Verdun,12258.0,83.2,16.8,9.7,921.0,474079,355031,39408,49179,14676,2576,10616,0,489,499.0,1604,0.0,1,474.7425,9.162500000000001,51.81364256480217,68.9992659652557,70.9566919500856,-1.9574259848298965,0.0
466,2015,Vilapicina i la Torre Llobeta,25499.0,87.9,12.1,20.1,1632.0,1275283,847624,170947,106245,60930,15068,32243,23553,3551,10214.0,2297,958.0,1653,585.1725,9.42,62.12022292993631,53.5616331008542,54.6587258051877,-1.0970927043334981,0.0
467,2015,el Baix Guinardó,25476.0,87.3,12.7,29.3,1244.0,1327601,909831,131172,83578,62159,20842,40968,43353,7258,13951.0,5149,72.0,9268,642.325,10.415,61.67306769083054,55.0013691663733,59.81301099245,-4.811641826076702,0.0
468,2015,el Barri Gòtic,15269.0,58.9,41.1,37.8,1049.0,2115886,925091,63966,234990,160564,284268,73178,7031,207614,2836.0,35164,17219.0,103965,782.985,11.29,69.35208148804251,106.618348273889,85.3836861847543,21.2346620891347,1.0
469,2015,el Besòs i el Maresme,23026.0,76.4,23.6,9.6,1838.0,967786,610959,39220,81673,81755,37347,37512,21830,18685,11795.0,2927,1453.0,22630,506.74,8.2675,61.29301481705473,75.0586049803176,76.8278119333009,-1.7692069529832963,0.0
470,2015,el Bon Pastor,12655.0,88.9,11.1,12.0,855.0,1547254,355936,83480,190832,811209,80625,8631,7044,5345,2546.0,1043,0.0,563,536.67,8.8275,60.795242141036525,55.582023185644,56.0584405272352,-0.4764173415912012,0.0
471,2015,el Camp d'en Grassot i Gràcia Nova,34047.0,88.0,12.0,38.4,1612.0,2101863,1393755,259279,130823,116246,63039,53621,20195,2788,26064.0,10119,799.0,25135,725.5225,11.1875,64.85117318435755,52.8665207877462,57.5054704595186,-4.6389496717724015,0.0
472,2015,el Camp de l'Arpa del Clot,38202.0,84.9,15.1,27.3,2226.0,1936340,1404514,198179,117371,115044,28097,30006,12234,18962,7307.0,2193,830.0,1603,642.355,10.605,60.57095709570957,62.1143992470982,59.5001568545436,2.6142423925546012,1.0
473,2015,el Carmel,31498.0,87.6,12.4,11.0,2061.0,1264676,936160,110330,83924,62274,10087,33314,9799,2055,12216.0,3277,990.0,250,511.78,9.025,56.70692520775623,56.4744876820601,59.2790897791376,-2.804602097077499,0.0
474,2015,el Clot,27013.0,86.8,13.2,24.4,1537.0,1329144,920264,174062,101029,65016,15584,27815,7774,4697,6527.0,1792,1102.0,3482,650.1625,10.37,62.696480231436844,53.698752228164,52.1019013666073,1.596850861556696,1.0
475,2015,el Coll,7324.0,86.0,14.0,28.9,320.0,358093,265639,38992,23101,12668,3592,3768,387,4834,4202.0,910,0.0,0,558.6825,9.7875,57.08122605363985,58.3141658774185,58.1788661886078,0.1352996888107043,1.0
476,2015,el Congrés i els Indians,14148.0,87.5,12.5,22.8,780.0,723753,500094,59797,66740,39725,9333,28226,5110,4952,4929.0,4612,0.0,235,611.1475,9.4625,64.58626155878468,58.7146822290228,63.4118568073447,-4.697174578321899,0.0
477,2015,el Fort Pienc,31645.0,81.0,19.0,36.4,1468.0,2094738,1282451,231574,124610,162170,130888,45689,11126,41810,20995.0,5986,30454.0,6985,767.355,10.8925,70.4480146890062,62.6321269681002,56.9526393840911,5.679487584009102,1.0
478,2015,el Guinardó,36073.0,87.2,12.8,27.4,2027.0,1961119,1303320,183013,130445,122047,27402,30126,124338,11171,19092.0,7950,1638.0,577,612.05,10.2625,59.6394640682095,57.6348960636886,65.2366209641751,-7.601724900486502,0.0
479,2015,el Parc i la Llacuna del Poblenou,14764.0,80.3,19.7,32.2,751.0,2029741,541846,241145,213614,595327,288152,17294,27833,70923,8636.0,1398,12770.0,10803,747.245,11.51,64.92137271937446,53.0919857344728,53.5630172935872,-0.471031559114401,0.0
480,2015,el Poble Sec - Parc Montjuïc,40217.0,70.9,29.1,23.5,2787.0,2500992,1214341,143599,177179,189319,81787,122880,17976,219691,234602.0,7477,15219.0,76922,611.675,11.0775,55.21778379598284,89.9910233393178,85.5525633353282,4.438460003989604,1.0
481,2015,el Poblenou,33579.0,83.4,16.6,30.7,1701.0,2047920,1207976,196171,164861,256367,94036,34438,17090,65028,2293.0,6512,2219.0,929,732.955,11.7375,62.445580404685835,59.4568870646322,60.3491865203296,-0.8922994556974047,0.0
482,2015,el Putxet i el Farró,29149.0,87.7,12.3,48.1,1182.0,2118471,1444503,291808,120950,89736,69399,35449,24434,15832,12282.0,12133,1466.0,479,799.2575,12.435,64.27482911137918,59.1445528344362,59.5538576983423,-0.409304863906101,0.0
483,2015,el Raval,47617.0,52.1,47.9,21.9,3901.0,2733165,1539465,169517,214486,126900,143650,172549,17860,242082,11491.0,29450,51621.0,14094,624.7375,10.9975,56.80722891566264,154.101620340991,140.66928967297,13.432330668020995,1.0
484,2015,el Turó de la Peira,15420.0,79.8,20.2,12.0,1017.0,580463,449792,25901,32862,33673,2550,20273,5088,422,4753.0,4851,0.0,298,501.385,8.4025,59.67093127045522,74.5462824432446,79.099720288818,-4.553437845573399,0.0
485,2015,l'Antiga Esquerra de l'Eixample,41696.0,81.3,18.7,45.4,1809.0,4022161,2308975,384301,336900,215773,340956,97931,155769,118787,6217.0,20592,10524.0,25436,908.34,11.38,79.8189806678383,64.9121131066106,59.2042414978984,5.707871608712203,1.0
486,2015,la Barceloneta,15036.0,68.7,31.3,24.9,1203.0,1051145,429923,145682,60663,23433,149320,41093,43941,124513,28528.0,3383,0.0,666,602.72,16.3325,36.90310730139293,96.0313246615344,86.9392089195646,9.092115741969792,1.0
487,2015,la Bordeta,18430.0,88.0,12.0,20.8,1004.0,963578,604841,130813,58367,75586,38683,16472,2514,1402,703.0,1240,0.0,32957,637.0825,9.89,64.41683518705763,44.8752565071822,54.2715196025489,-9.396263095366699,0.0
488,2015,la Clota,568.0,83.4,16.6,25.9,20.0,40672,27324,2156,2888,5648,0,1390,411,0,0.0,855,0.0,0,368.0,8.0,46.0,83.0508474576271,145.762711864407,-62.71186440677991,0.0
489,2015,la Dreta de l'Eixample,43344.0,80.7,19.3,49.2,1651.0,6588197,3091585,484491,683754,525409,1124680,156555,57408,326161,11488.0,46949,27415.0,52302,1008.3775,11.225,89.83318485523387,59.2702733615464,53.1396545808075,6.130618780738899,1.0
490,2015,la Font d'en Fargues,9443.0,94.6,5.4,29.3,605.0,531298,375802,65780,12293,22319,2886,25179,8582,1527,12397.0,2718,1258.0,557,717.3325,10.967500000000001,65.40528835194893,40.4169325675388,43.7141033822591,-3.297170814720296,0.0
491,2015,la Font de la Guatlla,10355.0,81.6,18.4,27.4,701.0,562326,369169,71496,36276,35100,8655,15548,10157,13702,1155.0,1068,0.0,0,699.855,11.3325,61.75645268034415,52.83055447848,45.75416828228,7.076386196200005,1.0
492,2015,la Guineueta,15074.0,93.0,7.0,16.2,1135.0,736666,511897,60789,38526,11234,25075,17366,3042,3167,27460.0,1929,0.0,36181,570.445,8.14,70.07923832923834,43.2558139534884,49.5681063122924,-6.312292358804001,0.0
493,2015,la Marina de Port,0.0,87.1,12.9,13.0,2072.0,1601784,943011,257812,102696,60343,43326,23168,14398,12736,34929.0,1721,95941.0,11703,539.92,8.23,65.60388821385175,46.7809323288482,51.5511399151232,-4.770207586274999,0.0
494,2015,la Marina del Prat Vermell,1145.0,91.4,8.6,4.2,147.0,4183010,73728,1426502,249897,2033702,302719,35110,4005,9938,8074.0,155,0.0,39180,396.21500000000003,6.73,58.87295690936107,35.7766143106457,68.0628272251309,-32.286212914485205,0.0
495,2015,la Maternitat i Sant Ramon,23845.0,89.6,10.4,36.1,1116.0,2476448,965036,312663,105078,104308,170590,324962,68550,135505,277847.0,3862,140.0,7907,746.575,11.3,66.06858407079646,43.6567789508966,42.2322775263952,1.4245014245014005,1.0
496,2015,la Nova Esquerra de l'Eixample,57711.0,83.6,16.4,39.1,2668.0,4240461,2472405,572573,335439,219628,307212,114800,62386,54485,20416.0,10196,23882.0,47039,782.4475,11.129999999999999,70.3007637017071,57.0774672307372,52.7429086621818,4.334558568555401,1.0
497,2015,la Prosperitat,26184.0,87.1,12.9,10.2,1790.0,1068813,777657,100250,74082,55029,7228,28730,9524,1315,12736.0,1622,536.0,104,529.865,9.6075,55.1511839708561,60.8805319880761,67.4157303370787,-6.535198349002599,0.0
498,2015,la Sagrada Família,51347.0,83.0,17.0,34.1,2467.0,2996274,2053351,334596,227500,193185,80246,16849,48658,21580,10191.0,1492,3197.0,5429,712.35,11.2025,63.588484713233655,64.5776938207171,60.5269820249664,4.050711795750701,1.0
499,2015,la Sagrera,29020.0,88.0,12.0,21.4,1602.0,1578345,977511,200391,113582,123600,43278,63660,11174,3291,4594.0,1745,0.0,35519,636.8050000000001,9.754999999999999,65.27985648385445,58.2375478927203,54.3364681295716,3.901079763148701,1.0
500,2015,la Salut,13213.0,87.9,12.1,39.1,620.0,849719,540288,86315,33412,31469,12405,20146,82593,5006,23001.0,13737,665.0,682,701.4325,11.3125,62.00508287292818,55.4751200182885,54.4844928751048,0.9906271431837013,1.0
501,2015,la Teixonera,11322.0,88.0,12.0,14.3,612.0,506965,365456,69283,33697,25982,3805,1968,4780,719,203.0,1071,0.0,1,519.45,9.5625,54.321568627450986,55.136955943622,54.8710220725113,0.2659338711106969,1.0
502,2015,la Trinitat Nova,7362.0,82.5,17.5,6.9,795.0,267697,210289,10627,9075,16744,0,12924,3608,0,3096.0,1334,0.0,0,448.8575,8.8025,50.992047713717696,86.9265739082518,86.6510538641686,0.2755200440831942,1.0
503,2015,la Trinitat Vella,10210.0,72.2,27.8,8.7,1062.0,412933,258238,44014,33039,38987,5154,11097,3803,1967,2646.0,3253,0.0,10735,438.3625,8.0775,54.2695759826679,91.7595541401274,87.4800955414013,4.279458598726109,1.0
504,2015,la Vall d'Hebron,5613.0,91.8,8.2,27.8,283.0,416817,213127,55024,6037,12538,1775,22587,11276,13478,56696.0,22694,0.0,1585,696.5525,10.2025,68.27272727272727,32.0028134341481,62.4230701600141,-30.420256725865997,0.0
505,2015,la Verneda i la Pau,28678.0,89.7,10.3,11.7,1938.0,1399921,934364,74860,82765,238305,21913,28787,1837,426,4636.0,1769,0.0,10259,609.9575,8.99,67.8484427141268,40.1771701600809,43.525267673421,-3.3480975133401003,0.0
506,2015,la Vila Olímpica del Poblenou,9261.0,83.9,16.1,52.8,494.0,1069367,422759,207985,79305,132876,84696,42080,7143,25028,45222.0,736,0.0,21537,1099.385,14.22,77.31258790436006,48.683928953563,39.9101219773165,8.773806976246497,1.0
507,2015,la Vila de Gràcia,50584.0,81.7,18.3,43.0,2477.0,3419195,2265996,293176,235188,227291,162485,66125,43543,52452,8733.0,44472,17703.0,2031,731.255,12.39,59.01977401129943,72.6465364120781,64.7523189263864,7.894217485691712,1.0
508,2015,les Corts,46086.0,90.2,9.8,40.3,2150.0,3834699,1955528,615101,355529,265175,384115,56086,67196,96859,16772.0,9196,4785.0,8357,852.2175,11.717500000000001,72.73031790057605,48.0903079867757,46.3067687489125,1.7835392378631951,1.0
509,2015,les Roquetes,15523.0,81.0,19.0,7.3,1201.0,557572,413062,42889,32999,27222,2253,18288,3449,1519,15634.0,257,0.0,0,463.35249999999996,8.74,53.01516018306636,80.0492610837438,79.2066372828623,0.8426238008814977,1.0
510,2015,les Tres Torres,16624.0,89.8,10.2,51.7,419.0,1509122,940189,242747,48843,61902,69894,53259,53446,6708,16312.0,15763,59.0,0,1380.3525,13.875,99.48486486486486,44.0373650370011,55.2590076428485,-11.2216426058474,0.0
511,2016,Baró de Viver,2539.0,88.5,11.5,5.8,128.0,110971,80219,10269,11414,2004,651,5883,0,0,0.0,224,0.0,307,199.39499999999998,3.515,56.726884779516354,36.2983645791783,48.2648583964898,-11.966493817311502,0.0
512,2016,Can Baró,9020.0,85.9,14.1,26.0,388.0,412901,318257,30432,22026,25048,4059,7800,2335,1778,1112.0,0,0.0,54,633.0799999999999,11.45,55.29082969432314,46.1795872838818,45.8449525934189,0.33463469046289873,1.0
513,2016,Can Peguera,2233.0,92.1,7.9,8.9,121.0,69811,56595,4100,2894,533,0,5315,0,0,0.0,374,0.0,0,301.82,10.51,28.717411988582302,31.4437555358725,40.3011514614703,-8.857395925597796,0.0
514,2016,Canyelles,6863.0,95.6,4.4,11.4,487.0,310152,240025,12396,9648,22239,6908,9220,1769,628,6985.0,105,0.0,229,626.8875,8.065,77.7293862368258,26.4336270403004,26.7225191391015,-0.28889209880109945,0.0
515,2016,Ciutat Meridiana,10369.0,71.5,28.5,6.5,1001.0,276872,233914,2838,10199,6744,2279,15732,456,2486,1232.0,992,0.0,0,397.875,6.9125000000000005,57.55877034358046,57.8627626730405,66.8260133452843,-8.963250672243795,0.0
516,2016,Diagonal Mar i el Front Marítim del Poblenou,13710.0,81.6,18.4,40.0,706.0,1515036,554596,385227,133968,30526,172153,17292,6796,112350,37359.0,2478,56166.0,6125,1142.5575,14.26,80.12324684431977,48.4436814212137,45.9804433828469,2.4632380383667964,1.0
517,2016,Horta,26743.0,89.2,10.8,22.6,1504.0,1399218,906819,145808,88513,70587,13066,48661,34239,4807,58269.0,17859,5124.0,5466,631.1025,10.620000000000001,59.42584745762711,43.4422214686711,47.5113974605328,-4.069175991861698,0.0
518,2016,Hostafrancs,15949.0,77.9,22.1,29.8,777.0,1058905,561266,136910,115134,77735,48543,24983,839,77390,12843.0,2478,784.0,0,685.38,12.125,56.52618556701031,57.3352633897665,51.5450940902511,5.790169299515405,1.0
519,2016,Montbau,5171.0,88.6,11.4,23.9,243.0,559494,158391,32526,12861,47619,11693,101148,158391,2513,20737.0,6141,0.0,7474,641.2049999999999,10.165,63.07968519429414,41.3615673857115,52.6419948545419,-11.280427468830396,0.0
520,2016,Navas,22171.0,85.8,14.2,25.0,1041.0,1080251,766473,127397,90566,52250,13456,12723,2390,5807,1185.0,4563,3087.0,354,712.6925,10.775,66.14315545243619,44.3840579710145,43.4329710144928,0.9510869565216993,1.0
521,2016,Pedralbes,12117.0,82.5,17.5,51.5,222.0,1597997,807216,173894,27538,49299,52782,290376,7821,16215,41465.0,27993,1158.0,102240,1653.6975,14.6725,112.70727551542001,39.3694149384589,40.9711684370258,-1.6017534985669002,0.0
522,2016,Porta,25046.0,85.0,15.0,16.5,1384.0,1323992,757154,240624,137906,50112,32452,29412,707,21918,34800.0,2527,10555.0,5825,600.225,10.0275,59.85789080029918,52.5306904849301,58.7299645173131,-6.199274032383002,0.0
523,2016,Provençals del Poblenou,20649.0,86.0,14.0,23.3,1080.0,1313454,688890,107481,74039,323204,71824,19979,908,13518,5493.0,1862,0.0,6256,832.595,11.780000000000001,70.67869269949065,41.4846089646031,46.1485590848839,-4.663950120280802,0.0
524,2016,Sant Andreu,57223.0,92.3,7.7,24.1,2947.0,3002040,1998631,359889,233520,216279,28614,57498,42117,10102,28649.0,11346,7626.0,7769,659.2975,10.91,60.43056828597617,33.99608348182,41.3351445759752,-7.339061094155198,0.0
525,2016,Sant Antoni,38412.0,78.6,21.4,35.3,1719.0,2441833,1634069,218758,226708,136511,100598,24842,23545,36649,16056.0,8269,11593.0,4235,841.33,12.065,69.73311230832988,51.2780222082548,49.8900062853551,1.3880159228996973,1.0
526,2016,Sant Genís dels Agudells,6971.0,86.9,13.1,19.6,336.0,366410,251336,26653,16488,13401,3421,31987,8727,1051,7157.0,4804,1385.0,0,609.0175,8.73,69.7614547537228,40.8921933085502,46.0966542750929,-5.204460966542705,0.0
527,2016,Sant Gervasi - Galvany,47753.0,87.6,12.4,50.9,1154.0,5136083,3127469,604623,362909,201345,499629,90273,78063,74703,35356.0,29852,23366.0,8495,1238.57,13.765,89.9796585543044,43.8743655630827,43.5770562127036,0.2973093503790949,1.0
528,2016,Sant Gervasi - la Bonanova,25909.0,88.4,11.6,49.2,623.0,2591217,1436204,347121,118278,91387,87134,205098,132309,23529,66075.0,41569,3914.0,38599,1123.6225,14.2175,79.03094777562863,46.6783557373855,45.5873758036236,1.0909799337619006,1.0
529,2016,Sant Martí de Provençals,26187.0,87.6,12.4,18.7,1507.0,1246413,879685,96125,68360,65864,24355,51627,20671,4118,27849.0,7720,0.0,39,701.1625,9.997499999999999,70.13378344586148,40.2153018069973,43.9830834294502,-3.767781622452894,0.0
530,2016,Sant Pere Santa Caterina i la Ribera,22923.0,58.4,41.6,39.8,1480.0,1952564,1064955,103403,146169,128775,161734,87252,3400,69216,623.0,12003,8900.0,166134,806.635,14.06,57.370910384068274,82.7580023312113,75.0022415493589,7.755760781852402,1.0
531,2016,Sants,41244.0,83.0,17.0,31.6,1861.0,2528204,1497617,278879,244660,271702,76491,52168,33100,51931,8747.0,5040,6490.0,1379,706.7075,11.8525,59.62518456021937,47.6645825671203,48.6453352948388,-0.9807527277185031,0.0
532,2016,Sants - Badal,24047.0,82.9,17.1,24.8,977.0,1189166,808550,148499,104539,78523,21728,10300,5063,1801,5623.0,3294,215.0,1031,688.5250000000001,11.7,58.84829059829061,39.6134861541036,41.4121977746172,-1.7987116205136005,0.0
533,2016,Sarrià,25106.0,87.3,12.7,49.6,478.0,2095360,1209509,289809,88493,71439,45410,192156,69175,17178,52038.0,36261,94.0,23798,1188.0025,15.9475,74.49459162878195,41.8968506794629,45.7679745151014,-3.8711238356384996,0.0
534,2016,Torre Baró,2859.0,82.5,17.5,8.7,192.0,153805,111440,14180,7617,11103,0,7300,1190,515,153.0,223,0.0,84,313.97,7.82,40.149616368286445,32.6048011465425,41.2038695807954,-8.5990684342529,0.0
535,2016,Vallbona,1379.0,87.6,12.4,8.6,116.0,92298,52504,7916,7444,4289,0,2746,35,7461,9074.0,82,0.0,747,418.0,7.14,58.543417366946784,51.0355029585799,63.6094674556213,-12.573964497041402,0.0
536,2016,Vallcarca i els Penitents,15615.0,86.5,13.5,39.0,670.0,1121788,697571,160396,44975,34932,13209,27052,105183,7503,25536.0,4815,142.0,474,786.55,12.5975,62.43699146656082,43.7431851709319,51.2475145917516,-7.504329420819701,0.0
537,2016,Vallvidrera el Tibidabo i les Planes,4689.0,85.7,14.3,41.3,91.0,458226,275663,35499,13373,30140,1994,16369,13019,12246,5385.0,10468,30961.0,13109,1177.1075,15.3125,76.87232653061226,36.9170984455959,52.6770293609672,-15.7599309153713,0.0
538,2016,Verdun,12368.0,81.3,18.7,11.1,810.0,474196,355153,39408,49174,14676,2576,10616,0,489,499.0,1604,0.0,1,531.7975,10.095,52.67929668152551,56.9331158238173,61.6639477977161,-4.730831973898795,0.0
539,2016,Vilapicina i la Torre Llobeta,25618.0,86.9,13.1,21.6,1397.0,1278763,847979,173218,107187,60917,14993,32243,23553,3551,10214.0,2297,958.0,1653,640.0550000000001,10.497499999999999,60.97213622291023,45.3191155715854,47.7889289634624,-2.469813391877004,0.0
540,2016,el Baix Guinardó,25734.0,86.5,13.5,31.2,1097.0,1328617,910827,131112,83697,62234,20728,40968,43353,7258,13951.0,5149,72.0,9268,701.3525,11.43,61.36067366579177,45.9153716679062,54.3703761694132,-8.455004501506998,0.0
541,2016,el Barri Gòtic,16240.0,53.7,46.3,38.8,912.0,2124167,928704,71893,233770,156928,276456,77344,7031,206927,3077.0,35164,22908.0,103965,866.3125,13.01,66.58820138355111,97.0283079287819,77.2383758165749,19.789932112206998,1.0
542,2016,el Besòs i el Maresme,22893.0,73.9,26.1,11.1,1614.0,1078373,618269,41869,82062,168130,37347,37512,27658,18685,19831.0,2927,1453.0,22630,538.9575,8.7775,61.40216462546283,55.6141739206894,58.2959641255605,-2.681790204871099,0.0
543,2016,el Bon Pastor,12582.0,86.8,13.2,12.8,729.0,1561444,355936,83484,188818,815232,81256,8631,11924,5345,9212.0,1043,0.0,563,543.54,8.7725,61.959532630379016,44.0861069187386,44.4832790531416,-0.39717213440300014,0.0
544,2016,el Camp d'en Grassot i Gràcia Nova,34431.0,86.5,13.5,39.7,1417.0,2106165,1398086,259623,131026,116128,62605,53621,20195,2764,26064.0,10119,799.0,25135,803.1600000000001,12.45,64.51084337349398,45.9192615528422,45.2766255769118,0.6426359759304034,1.0
545,2016,el Camp de l'Arpa del Clot,38371.0,83.5,16.5,29.5,1979.0,1936802,1405973,198521,117265,113798,28110,30006,12234,18962,7307.0,2193,830.0,1603,696.5825,11.6725,59.67723281216535,49.1024564350199,49.1549443627966,-0.05248792777669564,0.0
546,2016,el Carmel,31583.0,86.3,13.7,12.4,1821.0,1267376,937099,110326,83619,60749,10087,33314,9799,2055,13883.0,3277,2918.0,250,555.805,9.83,56.54170905391658,45.8619040025514,50.7096156912773,-4.8477116887259015,0.0
547,2016,el Clot,27089.0,85.6,14.4,26.1,1355.0,1337579,920020,174173,97962,64822,15391,27815,13118,4697,13205.0,1792,1102.0,3482,692.985,11.157499999999999,62.1093434909254,45.4308870547996,46.1000817904677,-0.6691947356680998,0.0
548,2016,el Coll,7428.0,85.7,14.3,29.6,281.0,358410,265727,38992,23060,12668,3592,3768,387,5104,4202.0,910,0.0,0,618.0325,11.2325,55.021811707099936,46.4077932620755,49.2490867271005,-2.8412934650249966,0.0
549,2016,el Congrés i els Indians,14141.0,86.8,13.2,24.1,673.0,723753,500550,59797,66560,39649,9133,28226,5110,4952,4929.0,4612,0.0,235,650.9300000000001,10.4225,62.45430558887024,41.7972087724295,48.3480489888921,-6.550840216462603,0.0
550,2016,el Fort Pienc,32048.0,78.1,21.9,38.2,1347.0,2111691,1282942,235413,124541,161768,133476,49582,18993,41810,21115.0,5986,30454.0,5611,823.255,11.74,70.12393526405451,54.0549079076233,47.6416137490917,6.413294158531606,1.0
551,2016,el Guinardó,36538.0,86.1,13.9,29.0,1789.0,1962606,1305914,183154,130558,121474,26757,30126,124279,11087,19092.0,7950,1638.0,577,666.6525,11.14,59.843132854578094,48.0960814700022,51.8042948859863,-3.7082134159841047,0.0
552,2016,el Parc i la Llacuna del Poblenou,14861.0,79.8,20.2,32.7,664.0,2100511,543925,344496,248911,516412,297110,17294,27833,70923,8636.0,1398,12770.0,10803,821.1125,12.715,64.57825403067243,47.9849036258256,55.0613290200836,-7.0764253942579955,0.0
553,2016,el Poble Sec - Parc Montjuïc,40358.0,69.3,30.7,25.4,2486.0,2521413,1216459,151498,177223,182814,82281,122880,46239,219798,229460.0,7477,15219.0,70065,669.075,12.2725,54.51823181910776,67.8317313693671,64.5362626388715,3.2954687304955996,1.0
554,2016,el Poblenou,33931.0,82.3,17.7,32.4,1532.0,2076596,1209911,203949,166487,247484,107833,40848,18956,65028,6440.0,6512,2219.0,929,793.4,12.782499999999999,62.06923528261295,51.569106175192,50.7949740963497,0.7741320788422996,1.0
555,2016,el Putxet i el Farró,29617.0,87.0,13.0,48.9,1055.0,2127019,1449880,292416,122404,87701,68606,35317,24434,15832,16351.0,12133,1466.0,479,875.0975,13.7375,63.70136487716105,47.9433396894579,50.6673930809044,-2.724053391446496,0.0
556,2016,el Raval,47986.0,50.4,49.6,24.2,3565.0,2744695,1539541,169763,217020,125865,143650,172549,17860,241476,14054.0,29450,59373.0,14094,667.3924999999999,12.27,54.39221678891605,118.589403551953,106.728341360945,11.861062191008003,1.0
557,2016,el Turó de la Peira,15506.0,79.1,20.9,13.8,862.0,580463,449792,25901,32862,33673,2550,20273,5088,422,4753.0,4851,0.0,298,551.45,9.45,58.35449735449736,60.8565477740172,64.696693569383,-3.8401457953657996,0.0
558,2016,l'Antiga Esquerra de l'Eixample,42512.0,79.1,20.9,46.6,1573.0,4036099,2310156,387705,337706,216192,340020,97558,155769,128793,6033.0,19779,10524.0,25864,976.6324999999999,12.665,77.11271219897355,53.137095618101,46.1365699813638,7.000525636737201,1.0
559,2016,la Barceloneta,15101.0,65.3,34.7,27.4,1072.0,1044861,430542,135569,60611,23328,145507,40711,43941,124487,35780.0,3719,0.0,666,667.76,18.2125,36.66492793411119,84.4817255841821,68.5706677318421,15.911057852340008,1.0
560,2016,la Bordeta,18561.0,86.9,13.1,22.9,912.0,967731,604909,130787,58374,75462,38615,16472,2514,1402,4999.0,1240,0.0,32957,680.6525,10.8325,62.834294945765066,32.5734658599827,33.1136560069144,-0.5401901469316996,0.0
561,2016,la Clota,611.0,89.4,10.6,28.8,18.0,40905,27587,2156,2845,5661,0,1390,411,0,0.0,855,0.0,0,,,,58.3190394511149,108.061749571184,-49.7427101200691,0.0
562,2016,la Dreta de l'Eixample,44246.0,78.5,21.5,50.4,1447.0,6600960,3097815,487192,685399,522190,1114090,156555,57292,341846,11824.0,46949,27415.0,52393,1135.755,12.8325,88.50613676212743,52.1950325359729,47.0855100357437,5.109522500229197,1.0
563,2016,la Font d'en Fargues,9390.0,94.2,5.8,30.5,535.0,531634,376114,65796,12293,22301,2886,25179,8582,1527,12423.0,2718,1258.0,557,719.11,12.059999999999999,59.62769485903815,37.0212765957447,40.7446808510638,-3.723404255319096,0.0
564,2016,la Font de la Guatlla,10422.0,80.6,19.4,29.7,625.0,567580,373405,72417,36658,35100,8655,15338,10157,13627,1155.0,1068,0.0,0,735.2875,12.0125,61.210197710718006,43.2925645505727,46.7870316443409,-3.4944670937682005,0.0
